2024-09-19 01:05:30,435 INFO    MainThread:2889093 [wandb_setup.py:_flush():77] Current SDK version is 0.17.9
2024-09-19 01:05:30,436 INFO    MainThread:2889093 [wandb_setup.py:_flush():77] Configure stats pid to 2889093
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_setup.py:_flush():77] Loading settings from /home/jingbo/.config/wandb/settings
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_setup.py:_flush():77] Loading settings from /home/jingbo/KVMemory/wandb/settings
2024-09-19 01:05:30,437 WARNING MainThread:2889093 [wandb_setup.py:_flush():77] Unknown environment variable: WANDB_WATCH
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_setup.py:_flush():77] Loading settings from environment variables: {'project': 'kvmemory'}
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_setup.py:_flush():77] Applying setup settings: {'_disable_service': False}
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_setup.py:_flush():77] Inferring run settings from compute environment: {'program_relpath': 'finetune_connect.py', 'program_abspath': '/home/jingbo/KVMemory/finetune_connect.py', 'program': '/home/jingbo/KVMemory/finetune_connect.py'}
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_setup.py:_flush():77] Applying login settings: {}
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_init.py:_log_setup():524] Logging user logs to /home/jingbo/KVMemory/wandb/run-20240919_010530-t6m9r099/logs/debug.log
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_init.py:_log_setup():525] Logging internal logs to /home/jingbo/KVMemory/wandb/run-20240919_010530-t6m9r099/logs/debug-internal.log
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_init.py:init():608] calling init triggers
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_init.py:init():615] wandb.init called with sweep_config: {}
config: {}
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_init.py:init():658] starting backend
2024-09-19 01:05:30,437 INFO    MainThread:2889093 [wandb_init.py:init():662] setting up manager
2024-09-19 01:05:30,440 INFO    MainThread:2889093 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-09-19 01:05:30,441 INFO    MainThread:2889093 [wandb_init.py:init():670] backend started and connected
2024-09-19 01:05:30,445 INFO    MainThread:2889093 [wandb_init.py:init():768] updated telemetry
2024-09-19 01:05:30,580 INFO    MainThread:2889093 [wandb_init.py:init():801] communicating run to backend with 90.0 second timeout
2024-09-19 01:05:30,829 INFO    MainThread:2889093 [wandb_init.py:init():852] starting run threads in backend
